source_code,source_label_eng,source_label_kor,target_code,target_label_eng,target_label_kor,reason,raw_count
D000476,Carbamazepine,카르바마제핀,D001609,Venetoclax,베네토클락스,-CYP3A유도제와의병용은Venetoclax의노출을감소시켜결과적으로효능부족을초래할수있음,1
D000476,Carbamazepine,카르바마제핀,D001703,Zanubrutinib,자누브루티닙,-Zanubrutinib의혈중농도를감소시켜유효성을감소시킬수있음,1
D000476,Carbamazepine,카르바마제핀,D001149,palbociclib,팔보시클립,팔보시클립의혈장농도증가,1
D000138,Celecoxib,세레콕시브,D000274,Ketorolac,케토롤락,중증의위장관계이상반응,1
D001076,Ceritinib,세리티닙,D001820,Digoxin,디곡신,-심장박동수와혈압을정기적으로모니터링할것,1
D001076,Ceritinib,세리티닙,D001081,Rifabutin,리파부틴,-Ceritinib의혈장농도감소,1
D000276,Chlorprothixene,클로르프로틱센,D000560,Epinephrine,에피네프린,혈압강하,1
D000142,Ciprofloxacin,시프로플록사신,D000696,Dexketoprofen,덱스케토프로펜,경련발생,1
D000142,Ciprofloxacin,시프로플록사신,D000672,Ketoprofen,케토프로펜,경련,1
D000142,Ciprofloxacin,시프로플록사신,D000187,Tizanidine,티자니딘,저혈압에의해졸음|현기증및정신운동능력감소,1
D000332,Citalopram,시탈로프람,D000429,Moclobemide,모클로베미드,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000373,Clarithromycin,클래리트로마이신,D001701,Acalabrutinib,아칼라브루티닙,-강력한CYP3A/P-gp억제제와의병용으로Acalabrutinib의혈중농도증가,1
D000373,Clarithromycin,클래리트로마이신,D000582,Colchicine,콜키신,콜키신에대한노출증가가능,1
D000373,Clarithromycin,클래리트로마이신,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈),1
D000373,Clarithromycin,클래리트로마이신,D001743,Finerenone,피네레논,Finerenone혈중농도의현저한증가가예상됨,1
D000373,Clarithromycin,클래리트로마이신,D001590,Ibrutinib,이브루티닙,-Ibrutinib의혈중농도감소,1
D000373,Clarithromycin,클래리트로마이신,D001763,Lurasidone,루라시돈,-Lurasidone의노출을증가시킬수있음,1
D000373,Clarithromycin,클래리트로마이신,D000719,Mizolastine,미졸라스틴,심실부정맥(Torsadedepointes),1
D000373,Clarithromycin,클래리트로마이신,D001562,Ranolazine,라놀라진,-Ranolazine의효과부족이발생될것으로예상됨,1
D000373,Clarithromycin,클래리트로마이신,D001418,Ribociclib,리보시클립,-QT간격연장을유발할수있음,1
D000373,Clarithromycin,클래리트로마이신,D001149,palbociclib,팔보시클립,팔보시클립의혈장농도증가,1
D000477,Clenbuterol,클렌부테롤,D000560,Epinephrine,에피네프린,부정맥또는심정지,1
D000277,Clomipramine,클로미프라민,D000429,Moclobemide,모클로베미드,근독성|간질|세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000277,Clomipramine,클로미프라민,D001091,Oxymetazoline,옥시메타졸린,고혈압초래가능혈관수축작용으로혈압상승가능,1
D000277,Clomipramine,클로미프라민,D000650,Sumatriptan,수마트립탄,세로토닌증후군,1
D000055,Clonidine,클로니딘,D001076,Ceritinib,세리티닙,-심장박동수와혈압을정기적으로모니터링할것,1
D000988,Clopidogrel,클로피도그렐,D001650,Nirmatrelvir,니르마트렐비르,-Clopidogrel활성대사체의농도를감소시킬수있음,1
D000673,Cobicistat,코비시스타트,D001030,Alfuzosin,알푸조신,Alfuzosin혈중농도증가,1
D000673,Cobicistat,코비시스타트,D000747,Ergotamine,에르고타민,Ergotamine혈중농도증가|말초혈관연축또는국소빈혈,1
D000673,Cobicistat,코비시스타트,D001081,Rifabutin,리파부틴,Cobicistat및Elvitegravir의혈중농도감소로치료효과소실및내성발현가능,1
D000582,Colchicine,콜키신,D001650,Nirmatrelvir,니르마트렐비르,-신장및/또는간장애가있는환자에서중대한및/또는생명을위협하는반응의가능성,1
D000334,Cyclosporine,사이클로스포린,D001075,Asunaprevir,아수나프레비르,아수나프레비르에대한바이러스반응의소실을유발가능,1
D000334,Cyclosporine,사이클로스포린,D001606,Brigatinib,브리가티닙,-Brigatinib에의해Cyclosporine의유효성이감소될수있음,1
D000334,Cyclosporine,사이클로스포린,D001542,D-Mannitol,D-만니톨,-신부전위험증가,1
D000334,Cyclosporine,사이클로스포린,D001171,Elbasvir,엘바스비르,그라조프레비르의혈장농도가유의하게증가하여ALT상승위험증가가능,1
D000334,Cyclosporine,사이클로스포린,D001755,Filgotinib,필고티닙,면역억제효과증가,1
D000334,Cyclosporine,사이클로스포린,D001697,Lorlatinib,롤라티닙,Cyclosporine의혈중농도가감소될수있음.,1
D000334,Cyclosporine,사이클로스포린,D000419,Lovastatin,로바스타틴,혈중농도상승및근육병증/횡문근융해증위험성증가,1
D000334,Cyclosporine,사이클로스포린,D001650,Nirmatrelvir,니르마트렐비르,-Cyclosporine의혈중농도를증가시킬수있음-중대한이상반응초래할수있음,1
D000334,Cyclosporine,사이클로스포린,D001003,Tofacitinib,토파시티닙,면역억제효과증가,1
D000396,Dabigatranetexilate,다비가트란에텍실레이트,D000595,Phenytoin,페니토인,다비가트란의혈중농도증가,1
D000084,Dapoxetine,다폭세틴,D000762,Itraconazole,이트라코나졸,Dapoxetine의혈중농도증가|Itraconazole투여중및종료후2주간해당성분투여금기,1
D000084,Dapoxetine,다폭세틴,D000139,SelegilineHydrochloride,셀레길린염산염,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000084,Dapoxetine,다폭세틴,D000650,Sumatriptan,수마트립탄,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000395,Darunavir,다루나비르,D001171,Elbasvir,엘바스비르,그라조프레비르의혈장농도가유의하게증가하여ALT상승위험증가가능,1
D000395,Darunavir,다루나비르,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000395,Darunavir,다루나비르,D000419,Lovastatin,로바스타틴,횡문근융해증/근육병증및이에수반되는급격한신기능악화,1
D000316,Dexbrompheniramine,덱스브롬페니라민,D000698,Rasagiline,라사길린,고혈압|빈맥유발,1
D000086,Dexibuprofen,덱시부프로펜,D000274,Ketorolac,케토롤락,중증의위장관계이상반응,1
D000696,Dexketoprofen,덱스케토프로펜,D000716,Methotrexate,메토트렉세이트,신세뇨관에서Methotrexate배설이지연되어Methotrexate의혈액학적독성증가,1
D000200,Dextromethorphan,덱스트로메토르판,D000429,Moclobemide,모클로베미드,경련|반사항진|이상고열|혼수등,1
D000200,Dextromethorphan,덱스트로메토르판,D001604,Safinamide,사피나미드,-정신병또는기괴한행동등의유발보고됨,1
D000506,Diclofenac,디클로페낙,D000716,Methotrexate,메토트렉세이트,-신세뇨관에서Methotrexate배설이지연되어Methotrexate혈액학적독성증가,1
D000505,Diethylpropion,디에틸프로피온,D001063,Lorcaserin,로카세린,판막심장병위험,1
D000505,Diethylpropion,디에틸프로피온,D000714,Mazindol,마진돌,판막심장병위험,1
D000505,Diethylpropion,디에틸프로피온,D000701,Phendimetrazinetartrate,펜디메트라진타르타르산염,판막심장병위험,1
D000298,Diflunisal,디플루니살,D000575,Indometacin,인도메타신,중증의위장관계이상반응,1
D000202,Dihydroergotamine,디히드로에르고타민,D000745,Almotriptan,알모트립탄,혈압상승및맥각독성(혈관경련|말단및기타조직허혈),1
D000202,Dihydroergotamine,디히드로에르고타민,D000742,Azithromycin,아지트로마이신,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000373,Clarithromycin,클래리트로마이신,맥각독성(혈관경련|말단및기타조직허혈),1
D000202,Dihydroergotamine,디히드로에르고타민,D000673,Cobicistat,코비시스타트,Dihydroergotamine혈중농도증가|말초혈관연축또는국소빈혈,1
D000202,Dihydroergotamine,디히드로에르고타민,D000395,Darunavir,다루나비르,사지및기타조직의말초혈관경련및허혈로나타나는급성맥각중독과같은중대한그리고/또는생명을위협하는반응,1
D000202,Dihydroergotamine,디히드로에르고타민,D000558,Efavirenz,에파비렌즈,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000256,Erythromycin,에리트로마이신,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000517,Fluconazole,플루코나졸,맥각독성(혈관경련|말단및기타조직허혈),1
D000202,Dihydroergotamine,디히드로에르고타민,D000407,Frovatriptan,프로바트립탄,혈압상승및맥각독성(말초혈관수축증가)의위험성증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000763,Indinavir,인디나빌,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000762,Itraconazole,이트라코나졸,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000626,Lopinavir,로피나비르,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000322,Midecamycin,미데카마이신,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000405,Posaconazole,포사코나졸,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000712,Ritonavir,리토나비르,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000628,Roxithromycin,록시트로마이신,맥각독성(혈관경련|말단및기타조직허혈)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000650,Sumatriptan,수마트립탄,혈압상승및에르고티즘(말초혈관수축증가|경련|사지허혈)위험증가,1
D000202,Dihydroergotamine,디히드로에르고타민,D000443,Voriconazole,보리코나졸,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000091,Dipyridamole,디피리다몰,D000716,Methotrexate,메토트렉세이트,메토트렉세이트의혈액학적독성증가,1
D000297,Domperidone,돔페리돈,D000584,Chlorpromazine,클로르프로마진,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,1
D000297,Domperidone,돔페리돈,D000517,Fluconazole,플루코나졸,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,1
D000503,Doxycycline,독시사이클린,D000820,Alitretinoin,알리트레티노인,-양성두개내압상승(가성뇌종양)보고,1
D000503,Doxycycline,독시사이클린,D000758,Isotretinoin,이소트레티노인,두개내고혈압,1
D000201,Dronedarone,드로네다론,D000343,Amantadine,아만타딘,QT간격연장,1
D000201,Dronedarone,드로네다론,D000259,Amiodarone,아미오다론,Torsadedepointes위험증가,1
D000201,Dronedarone,드로네다론,D000809,Amitriptyline,아미트리프틸린,Torsadedepointes위험증가,1
D000201,Dronedarone,드로네다론,D000476,Carbamazepine,카르바마제핀,Dronedarone노출량감소,1
D000201,Dronedarone,드로네다론,D000373,Clarithromycin,클래리트로마이신,Dronedarone노출량증가,1
D000201,Dronedarone,드로네다론,D000334,Cyclosporine,사이클로스포린,Dronedarone노출량증가,1
D000201,Dronedarone,드로네다론,D000319,Dolasetron,돌라세트론,Torsadedepointes위험증가,1
D000201,Dronedarone,드로네다론,D000256,Erythromycin,에리트로마이신,QT간격을연장시키고염전성심실빈맥발생위험을높일수있음,1
D000201,Dronedarone,드로네다론,D000212,FlecainideAcetate,플레카이니드아세테이트,QT간격을연장시키고염전성심실빈맥발생위험을높일수있음,1
D000201,Dronedarone,드로네다론,D000362,Imipramine,이미프라민,Torsadedepointes위험증가,1
D000201,Dronedarone,드로네다론,D000762,Itraconazole,이트라코나졸,Dronedarone의혈중농도증가|TdP를포함하는중대한심실성부정맥같은Dronedarone관련약물이상반응발생위험이증가.Itraconazole투여중및종료후2주간해당성분투여금기,1
D000201,Dronedarone,드로네다론,D000769,Ketoconazole,케토코나졸,Dronedarone노출량증가,1
D000201,Dronedarone,드로네다론,D001650,Nirmatrelvir,니르마트렐비르,-심장부정맥의가능성,1
D000201,Dronedarone,드로네다론,D000466,Nortriptyline,노르트립틸린,Torsadedepointes위험증가,1
D000201,Dronedarone,드로네다론,D000282,Phenobarbital,페노바르비탈,Dronedarone노출량감소,1
D000201,Dronedarone,드로네다론,D000595,Phenytoin,페니토인,Dronedarone노출량감소,1
D000201,Dronedarone,드로네다론,D000213,Pimozide,피모짓,QT간격연장,1
D000201,Dronedarone,드로네다론,D000515,Propafenone,프로파페논,QT간격을연장시키고염전성심실빈맥발생위험을높일수있음,1
D000201,Dronedarone,드로네다론,D000314,Rifampicin,리팜피신,Dronedarone노출량감소,1
D000201,Dronedarone,드로네다론,D000712,Ritonavir,리토나비르,Dronedarone노출량증가,1
D000201,Dronedarone,드로네다론,D000447,St.JohnsWort,세인트존스워트,Dronedarone노출량감소,1
D000201,Dronedarone,드로네다론,D000443,Voriconazole,보리코나졸,Dronedarone노출량증가,1
D001469,EdetateCalciumDisodium(CalciumEDTA),에데트산칼슘나트륨,D001560,Zinchistidine,히스티딘아연,-아연흡수를저해하거나배출을증가시킴,1
D000558,Efavirenz,에파비렌즈,D001171,Elbasvir,엘바스비르,엘바스비르와그라조프레비르의혈장농도가유의하게감소하여이약의바이러스학적반응감소가능,1
D000558,Efavirenz,에파비렌즈,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D001079,Enzalutamide,엔잘루타마이드,D001697,Lorlatinib,롤라티닙,Lorlatinib의혈중농도를감소시킬수있음.,1
D001079,Enzalutamide,엔잘루타마이드,D001594,Midostaurin,미도스타우린,-Midostaurin과활성대사체의혈중농도감소,1
D001079,Enzalutamide,엔잘루타마이드,D001650,Nirmatrelvir,니르마트렐비르,-바이러스반응의손실및내성발현의잠재적인가능성,1
D000155,Ephedrine,에페드린,D000560,Epinephrine,에피네프린,부정맥또는심정지유도,1
D000155,Ephedrine,에페드린,D000429,Moclobemide,모클로베미드,고혈압|빈맥유발,1
D000560,Epinephrine,에피네프린,D000584,Chlorpromazine,클로르프로마진,혈압강하,1
D000560,Epinephrine,에피네프린,D000759,Isoproterenol,이소프로테레놀,부정맥또는심정지유도,1
D000560,Epinephrine,에피네프린,D000781,Perphenazine,페르페나진,혈압강하효과,1
D000560,Epinephrine,에피네프린,D000753,Trifluoperazine,트리플루오페라진,혈압강하,1
D000747,Ergotamine,에르고타민,D000763,Indinavir,인디나빌,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000747,Ergotamine,에르고타민,D000762,Itraconazole,이트라코나졸,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000747,Ergotamine,에르고타민,D001364,Letermovir,레테르모비르,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000747,Ergotamine,에르고타민,D001650,Nirmatrelvir,니르마트렐비르,-기타조직의혈관경련및허혈을특징으로하는급성맥각독성의잠재적인가능성(사지및중추신경계포함),1
D000256,Erythromycin,에리트로마이신,D000259,Amiodarone,아미오다론,심실부정맥(Torsadedepointes)위험증가,1
D000256,Erythromycin,에리트로마이신,D000770,Chloramphenicol,클로람페니콜,병용을하여도항균작용이증가되지않음,1
D000256,Erythromycin,에리트로마이신,D000678,Clindamycin,클린다마이신,병용을하여도항균작용이증가되지않음,1
D000256,Erythromycin,에리트로마이신,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈),1
D000256,Erythromycin,에리트로마이신,D000350,Ezetimibe,에제티미브,근증/횡문근변성의위험성이증가,1
D000256,Erythromycin,에리트로마이신,D000517,Fluconazole,플루코나졸,QT연장|Torsadedepointes위험성증가,1
D000256,Erythromycin,에리트로마이신,D000414,Hydrochlorothiazide,히드로클로로티아지드,심실성빈맥(Torsadedepointes),1
D000256,Erythromycin,에리트로마이신,D000713,Lincomycin,린코마이신,병용을하여도항균작용이증가되지않음,1
D000256,Erythromycin,에리트로마이신,D000419,Lovastatin,로바스타틴,횡문근융해증/근육병증및이에수반되는급격한신기능악화,1
D000256,Erythromycin,에리트로마이신,D000719,Mizolastine,미졸라스틴,QT연장등,1
D000035,Escitalopram,에스시탈로프람,D000113,Haloperidol,할로페리돌,QT간격연장위험증가,1
D000035,Escitalopram,에스시탈로프람,D000114,Hydroxyzine,히드록시진,심부정맥위험증가가능,1
D000035,Escitalopram,에스시탈로프람,D000213,Pimozide,피모짓,QT간격연장,1
D000153,Esomeprazole,에스오메프라졸,D000665,Emtricitabine,엠트리시타빈,위장pH의증가로릴피비린의흡수가저하되어릴피비린의치료효과감소,1
D000036,Etravirine,에트라비린,D001609,Venetoclax,베네토클락스,-CYP3A유도제와의병용은Venetoclax의노출을감소시켜결과적으로효능부족을초래할수있음,1
D000461,Everolimus,에베로리무스,D001650,Nirmatrelvir,니르마트렐비르,-Everolimus의혈중농도를증가시킬수있음,1
D000350,Ezetimibe,에제티미브,D000395,Darunavir,다루나비르,근증/횡문근변성의위험성이증가,1
D000350,Ezetimibe,에제티미브,D000763,Indinavir,인디나빌,근증/횡문근변성의위험성이증가,1
D000350,Ezetimibe,에제티미브,D000769,Ketoconazole,케토코나졸,근증/횡문근변성의위험성이증가,1
D000404,Felodipine,펠로디핀,D000762,Itraconazole,이트라코나졸,Felodipine의혈중농도증가|저혈압및말초부종같은약물이상반응발생위험이증가.Itraconazole투여중및종료후2주간해당성분투여금기,1
D000071,Fenoprofen,페노프로펜,D000274,Ketorolac,케토롤락,중증의위장관계이상반응,1
D000070,Fenoterol,페노테롤,D000560,Epinephrine,에피네프린,부정맥또는심정지유도,1
D000070,Fenoterol,페노테롤,D000082,Norepinephrine,노르에피네프린,부정맥또는심정지,1
D000097,Fentanyl,펜타닐,D001697,Lorlatinib,롤라티닙,Fentanyl의혈중농도가감소될수있음.,1
D000212,FlecainideAcetate,플레카이니드아세테이트,D000719,Mizolastine,미졸라스틴,심실성부정맥,1
D000212,FlecainideAcetate,플레카이니드아세테이트,D001650,Nirmatrelvir,니르마트렐비르,-심장부정맥의가능성,1
D000212,FlecainideAcetate,플레카이니드아세테이트,D000712,Ritonavir,리토나비르,부정맥|혈액장애|경련등,1
D000517,Fluconazole,플루코나졸,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000517,Fluconazole,플루코나졸,D000592,Triazolam,트리아졸람,triazolam의약리학적효과및작용증가,1
D000516,Fluoxetine,플루옥세틴,D001604,Safinamide,사피나미드,-세로토닌증후군,1
D000707,Fluticasone,플루티카손,D000762,Itraconazole,이트라코나졸,-Fluticasone의혈중농도증가로쿠싱증후군및부신억제와같은전신코르티코스테로이드효과나타날수있음-Salmeterol의혈중농도증가로QT연장|심계항진등심혈관계이상반응위험증가,1
D000707,Fluticasone,플루티카손,D000769,Ketoconazole,케토코나졸,-Fluticasone의혈중농도증가로쿠싱증후군및부신억제와같은전신코르티코스테로이드효과나타날수있음-Salmeterol의혈중농도증가로QT연장|심계항진등심혈관계이상반응위험증가,1
D000707,Fluticasone,플루티카손,D000712,Ritonavir,리토나비르,-Fluticasone의혈중농도증가로쿠싱증후군및부신억제와같은전신코르티코스테로이드효과나타날수있음-Salmeterol의혈중농도증가로QT연장|심계항진등심혈관계이상반응위험증가,1
D000306,Fluvastatin,플루바스타틴,D000619,FusidicAcid,푸시딘산,횡문근융해증|근무력증|동통발생가능,1
D000209,Fosphenytoin,포스페니토인,D000673,Cobicistat,코비시스타트,Cobicistat및Elvitegravir의혈중농도감소로치료효과소실및내성발현가능,1
D000076,Gemfibrozil,겜피브로질,D001177,Dasabuvir,다사부비르,다사부비르의AUC약11배|Cmax약2배증가다사부비르의혈중농도증가는QT연장을일으킬수있음.,1
D000076,Gemfibrozil,겜피브로질,D000418,Repaglinide,레파글리니드,혈당강하작용증강,1
D000076,Gemfibrozil,겜피브로질,D001178,selexipag,셀렉시팍,셀레시팍노출약2배증가|셀레시팍활성대사체노출약11배증가,1
D000075,Gentamicin,겐타마이신,D001821,Agalsidaseα,아갈시다제알파,겐타마이신은세포내알파-갈락토시다제활성을저해할가능성있음,1
D000075,Gentamicin,겐타마이신,D000798,Furosemide,푸로세미드,신독성및청각독성증강,1
D000080,Gimeracil,기메라실,D000768,Capecitabine,카페시타빈,해당약물병용시gimeracil에의해fluoropyrimidine계열약물의대사가감소하여항암제의독성이증가gimeracil/oteracil/tegafur투여중및종료후7일간해당성분투여금기,1
D000080,Gimeracil,기메라실,D000504,Doxifluridine,독시플루리딘,해당약물병용시gimeracil에의해fluoropyrimidine계열약물의대사가감소하여항암제의독성이증가gimeracil/oteracil/tegafur투여중및종료후7일간해당성분투여금기,1
D000080,Gimeracil,기메라실,D000623,Fluorouracil,플루오로우라실,해당약물병용시gimeracil에의해fluoropyrimidine계열약물의대사가감소하여항암제의독성이증가gimeracil/oteracil/tegafur투여중및종료후7일간해당성분투여금기,1
D000113,Haloperidol,할로페리돌,D000259,Amiodarone,아미오다론,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000742,Azithromycin,아지트로마이신,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000584,Chlorpromazine,클로르프로마진,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000332,Citalopram,시탈로프람,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000373,Clarithromycin,클래리트로마이신,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000319,Dolasetron,돌라세트론,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000201,Dronedarone,드로네다론,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000560,Epinephrine,에피네프린,혈압강하효과,1
D000113,Haloperidol,할로페리돌,D000256,Erythromycin,에리트로마이신,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000170,Gemifloxacin,제미플록사신,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000114,Hydroxyzine,히드록시진,심부정맥위험증가가능,1
D000113,Haloperidol,할로페리돌,D000793,Levofloxacin,레보플록사신,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000792,Levomepromazine,레보메프로마진,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000430,Moxifloxacin,목시플록사신,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000513,Pentamidin,펜타미딘,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000781,Perphenazine,페르페나진,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000213,Pimozide,피모짓,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D001418,Ribociclib,리보시클립,-QT간격연장을유발할수있음,1
D000113,Haloperidol,할로페리돌,D000842,Toremifene,토레미펜,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000635,Vandetanib,반데타닙,QT간격연장위험증가,1
D000113,Haloperidol,할로페리돌,D000173,Ziprasidone,지프라시돈,QT간격연장위험증가,1
D000520,Hemocoagulase,헤모코아귤라제,D000777,Thrombin,트롬빈,혈전형성,1
D000114,Hydroxyzine,히드록시진,D000259,Amiodarone,아미오다론,심부정맥위험증가가능,1
D000114,Hydroxyzine,히드록시진,D000332,Citalopram,시탈로프람,심부정맥위험증가가능,1
D000114,Hydroxyzine,히드록시진,D000256,Erythromycin,에리트로마이신,심부정맥위험증가가능,1
D000363,Ibuprofen,이부프로펜,D000716,Methotrexate,메토트렉세이트,혈액학적독성,1
D000472,Iguratimod,이그라티모드,D000567,Warfarin,와파린,와파린작용증대,1
D000362,Imipramine,이미프라민,D000429,Moclobemide,모클로베미드,근독성|간질|세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000161,Irinotecan,이리노테칸,D001780,Apalutamide,아팔루타마이드,-이리노테칸활성대사물(SN-38)의혈중농도가저하되어작용감소,1
D000161,Irinotecan,이리노테칸,D000476,Carbamazepine,카르바마제핀,-이리노테칸활성대사물(SN-38)의혈중농도가저하되어작용감소,1
D000161,Irinotecan,이리노테칸,D000762,Itraconazole,이트라코나졸,골수억제|설사등이상반응증가|Itraconazole투여중및종료후2주간해당성분투여금기,1
D000161,Irinotecan,이리노테칸,D000282,Phenobarbital,페노바르비탈,-이리노테칸활성대사물(SN-38)의혈중농도가저하되어작용감소,1
D000161,Irinotecan,이리노테칸,D000595,Phenytoin,페니토인,-이리노테칸활성대사물(SN-38)의혈중농도가저하되어작용감소,1
D000161,Irinotecan,이리노테칸,D000447,St.JohnsWort,세인트존스워트,이리노테칸활성대사물(SN-38)의혈중농도가저하되어작용감소,1
D000265,Isoniazid,이소니아지드,D000769,Ketoconazole,케토코나졸,효소유도로인한ketoconazole의혈중농도저하,1
D000758,Isotretinoin,이소트레티노인,D000820,Alitretinoin,알리트레티노인,-비타민A과다증,1
D000164,Isradipine,이스라디핀,D000314,Rifampicin,리팜피신,isradipine의혈장농도저하,1
D000762,Itraconazole,이트라코나졸,D001701,Acalabrutinib,아칼라브루티닙,-강력한CYP3A/P-gp억제제와의병용으로Acalabrutinib의혈중농도증가,1
D000762,Itraconazole,이트라코나졸,D001751,Apixaban,아픽사반,-Apixaban관련약물이상반응발생위험이증가함,1
D000762,Itraconazole,이트라코나졸,D001060,Edoxaban,에독사반,-Edoxaban관련약물이상반응발생위험이증가함,1
D000762,Itraconazole,이트라코나졸,D001580,Eliglustat,엘리글루스타트,-PR|QTc및/또는QRS심전도간격연장|심부정맥같은Eliglustat관련약물이상반응발생위험이증가함,1
D000762,Itraconazole,이트라코나졸,D001743,Finerenone,피네레논,Finerenone의혈중농도증가|치료효과및이상반응연장이일어날수있음.Itraconazole투여중및종료후2주간해당성분금기.,1
D000762,Itraconazole,이트라코나졸,D001590,Ibrutinib,이브루티닙,-Ibrutinib의혈중농도감소,1
D000762,Itraconazole,이트라코나졸,D001763,Lurasidone,루라시돈,-Lurasidone의노출을증가시킬수있음,1
D000762,Itraconazole,이트라코나졸,D001562,Ranolazine,라놀라진,라놀라진의혈장농도증가,1
D000762,Itraconazole,이트라코나졸,D001609,Venetoclax,베네토클락스,-병용시이약의노출이증가하여TLS를포함한독성위험증가가능,1
D000571,Ivabradine,이바브라딘,D001650,Nirmatrelvir,니르마트렐비르,-서맥또는전도장애의가능성,1
D000769,Ketoconazole,케토코나졸,D001693,Bosutinib,보수티닙,-Bosutinib의혈중농도를증가시켜독성위험을증가시킬수있음,1
D000769,Ketoconazole,케토코나졸,D001763,Lurasidone,루라시돈,-Lurasidone의노출을증가시킬수있음,1
D000672,Ketoprofen,케토프로펜,D000716,Methotrexate,메토트렉세이트,신세뇨관에서Methotrexate배설이지연되어Methotrexate의혈액학적독성증가,1
D000274,Ketorolac,케토롤락,D000739,Aceclofenac,아세클로페낙,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000452,Aspirin,아스피린,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000675,Clonixin,클로닉신,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000696,Dexketoprofen,덱스케토프로펜,상가적인위장관궤양|출혈의위험,1
D000274,Ketorolac,케토롤락,D000506,Diclofenac,디클로페낙,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000298,Diflunisal,디플루니살,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000463,Etodolac,에토돌락,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000705,Flurbiprofen,플루르비프로펜,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000363,Ibuprofen,이부프로펜,중증의위장관계이상반응,1
