source_code,source_label_eng,source_label_kor,target_code,target_label_eng,target_label_kor,reason,raw_count
D000274,Ketorolac,케토롤락,D000575,Indometacin,인도메타신,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000672,Ketoprofen,케토프로펜,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000525,Loxoprofen,록소프로펜,상가적인위장관궤양|출혈의위험,1
D000274,Ketorolac,케토롤락,D000427,Meloxicam,멜록시캄,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000702,Pentoxifylline,펜톡시필린,출혈및프로트롬빈시간연장,1
D000274,Ketorolac,케토롤락,D000309,Piroxicam,피록시캄,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000703,Pranoprofen,프라노프로펜,상가적인위장관궤양|출혈의위험,1
D000274,Ketorolac,케토롤락,D000544,Salsalate,살살레이트,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000644,Sulindac,설린닥,중증의위장관계이상반응,1
D000274,Ketorolac,케토롤락,D000766,Zaltoprofen,잘토프로펜,상가적인위장관궤양|출혈의위험,1
D000616,Lercanidipine,레르카니디핀,D000762,Itraconazole,이트라코나졸,Lercanidipine의혈중농도증가|저혈압및말초부종같은약물이상반응발생위험이증가.Itraconazole투여중및종료후2주간해당성분투여금기,1
D001035,Linezolid,리네졸리드,D001604,Safinamide,사피나미드,-고혈압위기,1
D000059,LithiumCarbonate,탄산리튬,D000377,Chlorthalidone,클로르탈리돈,리튬독성증강,1
D000059,LithiumCarbonate,탄산리튬,D000650,Sumatriptan,수마트립탄,세로토닌증후군,1
D000626,Lopinavir,로피나비르,D001171,Elbasvir,엘바스비르,그라조프레비르의혈장농도가유의하게증가하여ALT상승위험증가가능,1
D000626,Lopinavir,로피나비르,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈),1
D000115,Lornoxicam,로녹시캄,D000274,Ketorolac,케토롤락,중증의위장관계이상반응,1
D000419,Lovastatin,로바스타틴,D000619,FusidicAcid,푸시딘산,근육병증|횡문근융해위험증가가능,1
D000419,Lovastatin,로바스타틴,D000763,Indinavir,인디나빌,횡문근융해증/근육병증및이에수반되는급격한신기능악화,1
D000419,Lovastatin,로바스타틴,D000762,Itraconazole,이트라코나졸,횡문근융해증,1
D000419,Lovastatin,로바스타틴,D000769,Ketoconazole,케토코나졸,횡문근융해증을비롯한근육질환등중증이상반응,1
D000419,Lovastatin,로바스타틴,D000626,Lopinavir,로피나비르,횡문근융해증/근육병증및이에수반되는급격한신기능악화,1
D000419,Lovastatin,로바스타틴,D001650,Nirmatrelvir,니르마트렐비르,-횡문근융해증을포함하는근육병증의잠재적인가능성,1
D000419,Lovastatin,로바스타틴,D000712,Ritonavir,리토나비르,횡문근융해증/근육병증및이에수반되는급격한신기능악화,1
D000714,Mazindol,마진돌,D001063,Lorcaserin,로카세린,폐동맥고혈압위험증가,1
D000714,Mazindol,마진돌,D000795,Phentermine,펜터민,판막심장병위험,1
D000230,Mefenamicacid,메페남산,D000274,Ketorolac,케토롤락,중증의위장관계이상반응,1
D000467,Mefloquine,메플로퀸,D001558,Divalproex,디발프로엑스,메플로퀸은발프로산의대사를증가시키며경련효과를가지고있으므로병용투여시간질성발작이일어날수있음,1
D000427,Meloxicam,멜록시캄,D000716,Methotrexate,메토트렉세이트,신세뇨관에서Methotrexate배설이지연되어Methotrexate의혈액학적독성증가,1
D000320,Melphalan,멜팔란,D000783,NalidixicAcid,날리딕스산,출혈성궤양대장염과장괴사,1
D000120,Menatetrenone,메나테트레논,D000567,Warfarin,와파린,warfarin의항응고효과감소,1
D000718,Metformin,메트포르민,D000832,Iotrolan,이오트로란,기능적신부전에의해유산산성증촉진,1
D000716,Methotrexate,메토트렉세이트,D000806,Trometamol,트로메타몰,신세뇨관에서Methotrexate배설이지연되어Methotrexate의혈액학적독성증가,1
D000716,Methotrexate,메토트렉세이트,D001176,nitrousoxide,아산화질소,엽산의존대사경로에서구내염|골수억제및신경독성과같은독성을잠재적으로유발하는메토트렉세이트의효과증가,1
D000125,Methoxyphenamine,메톡시페나민,D000560,Epinephrine,에피네프린,부정맥또는심정지,1
D000228,Methylergometrine,메틸에르고메트린,D000673,Cobicistat,코비시스타트,Ergometrine혈중농도증가|말초혈관연축또는국소빈혈,1
D000228,Methylergometrine,메틸에르고메트린,D000762,Itraconazole,이트라코나졸,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000228,Methylergometrine,메틸에르고메트린,D001364,Letermovir,레테르모비르,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000228,Methylergometrine,메틸에르고메트린,D001650,Nirmatrelvir,니르마트렐비르,-사지및중추신경계를포함하는기타조직의혈관경련및허혈을특징으로하는급성맥각독성의잠재적인가능성,1
D000228,Methylergometrine,메틸에르고메트린,D000712,Ritonavir,리토나비르,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000228,Methylergometrine,메틸에르고메트린,D000650,Sumatriptan,수마트립탄,상가적인혈관수축반응|현저한혈압상승,1
D000229,Methylphenidate,메틸페니데이트,D000429,Moclobemide,모클로베미드,고혈압성위기(현저한혈압상승),1
D000229,Methylphenidate,메틸페니데이트,D001604,Safinamide,사피나미드,-고혈압위기,1
D000004,Metolazone,메톨라존,D000059,LithiumCarbonate,탄산리튬,리튬독성증가,1
D000324,Miconazole,미코나졸,D000600,Gliclazide,글리클라지드,저혈당또는혼수,1
D000007,Midazolam,미다졸람,D000150,Atazanavir,아타자나비르,진정작용이나호흡억제를증가또는연장,1
D000007,Midazolam,미다졸람,D000395,Darunavir,다루나비르,진정작용의증가및연장|호흡저하판막심장병위험,1
D000007,Midazolam,미다졸람,D000558,Efavirenz,에파비렌즈,과도한진정작용,1
D000007,Midazolam,미다졸람,D000763,Indinavir,인디나빌,과도한진정작용,1
D000007,Midazolam,미다졸람,D000762,Itraconazole,이트라코나졸,midazolam의약리학적효과및작용(수면유도및진정작용등의중추신경억제효과)증가,1
D000007,Midazolam,미다졸람,D000769,Ketoconazole,케토코나졸,midazolam의약리학적효과및작용증가,1
D000007,Midazolam,미다졸람,D000626,Lopinavir,로피나비르,진정작용의증가및연장|호흡저하판막심장병위험,1
D000007,Midazolam,미다졸람,D000712,Ritonavir,리토나비르,진정작용의연장또는증가|호흡저하,1
D000322,Midecamycin,미데카마이신,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000127,Minocycline,미노사이클린,D000820,Alitretinoin,알리트레티노인,-양성두개내압상승(가성뇌종양)보고,1
D000127,Minocycline,미노사이클린,D000758,Isotretinoin,이소트레티노인,테트라사이클린가성뇌종양보고,1
D000128,Mirodenafil,미로데나필,D000530,Molsidomine,몰시도민,혈압강하증가,1
D000128,Mirodenafil,미로데나필,D000498,Nicorandil,니코란딜,혈압강하작용증강,1
D000128,Mirodenafil,미로데나필,D000246,Sildenafil,실데나필,동일계열병용투여금기,1
D000128,Mirodenafil,미로데나필,D000181,Tadalafil,타다라필,동일계열병용투여금기,1
D000128,Mirodenafil,미로데나필,D000569,Udenafil,유데나필,동일계열병용투여금기,1
D000128,Mirodenafil,미로데나필,D000434,Vardenafil,바데나필,동일계열병용투여금기,1
D000128,Mirodenafil,미로데나필,D001723,isosorbidedinitrate,이소소르비드이질산염,혈압강하작용증가,1
D000128,Mirodenafil,미로데나필,D001722,isosorbidemononitrate,이소소르비드일질산염,혈압강하작용증가,1
D000323,Mirtazapine,미르타자핀,D000429,Moclobemide,모클로베미드,구역|구토|안면홍조|어지러움|진전|산동|강직|발한|고온증|심장지표의빠른변화와함께자율신경계의불안정|정신상태의변화,1
D000953,Mitotane,미토테인,D001697,Lorlatinib,롤라티닙,Lorlatinib의혈중농도를감소시킬수있음.,1
D000719,Mizolastine,미졸라스틴,D000762,Itraconazole,이트라코나졸,Mizolastine의혈중농도증가|QT연장같은Mizolastine관련약물이상반응발생위험이증가.Itraconazole투여중및종료후2주간해당성분투여금기,1
D000429,Moclobemide,모클로베미드,D000657,Apraclonidine,아프라클로니딘,교감신경흥분제의작용증강또는연장(고혈압|빈맥등),1
D000429,Moclobemide,모클로베미드,D000641,Brimonidine,브리모니딘,교감신경흥분제의작용증강또는연장(고혈압|빈맥등),1
D000429,Moclobemide,모클로베미드,D000540,Buspirone,부스피론,혈압상승,1
D000429,Moclobemide,모클로베미드,D000476,Carbamazepine,카르바마제핀,고혈압|저혈압|발한을동반한심각한중추신경계이상반응(현기|진전|발작등),1
D000429,Moclobemide,모클로베미드,D000505,Diethylpropion,디에틸프로피온,고혈압위기유발,1
D000429,Moclobemide,모클로베미드,D000501,Doxepin,독세핀,근독성|간질|세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000429,Moclobemide,모클로베미드,D000516,Fluoxetine,플루옥세틴,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000429,Moclobemide,모클로베미드,D000800,Fluvoxamine,플루복사민,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000429,Moclobemide,모클로베미드,D000714,Mazindol,마진돌,혈압상승위험유발,1
D000429,Moclobemide,모클로베미드,D000466,Nortriptyline,노르트립틸린,근독성|간질|세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000429,Moclobemide,모클로베미드,D000700,Pethidine,페티딘,아편계약물의효과증강.혼수|중증의호흡억제,1
D000429,Moclobemide,모클로베미드,D000701,Phendimetrazinetartrate,펜디메트라진타르타르산염,혈압상승위험,1
D000429,Moclobemide,모클로베미드,D000795,Phentermine,펜터민,혈압상승위험,1
D000429,Moclobemide,모클로베미드,D000811,Quinupramine,퀴누프라민,혈압변동의위험,1
D000429,Moclobemide,모클로베미드,D000650,Sumatriptan,수마트립탄,수마트립탄의혈장농도증가,1
D000429,Moclobemide,모클로베미드,D000773,Tramadol,트라마돌,세로토닌작용에의한증후군(중추흥분|설사|빈맥|땀|진전|혼동|혼수등)야기,1
D000429,Moclobemide,모클로베미드,D000638,Venlafaxine,벤라팍신,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000632,Modafinil,모다피닐,D001609,Venetoclax,베네토클락스,-CYP3A유도제와의병용은Venetoclax의노출을감소시켜결과적으로효능부족을초래할수있음,1
D000530,Molsidomine,몰시도민,D000569,Udenafil,유데나필,혈압강하작용증가,1
D000006,Morphine,모르핀,D000017,Buprenorpine,부프레노르핀,진통효과감소|금단증상위험,1
D000006,Morphine,모르핀,D000429,Moclobemide,모클로베미드,경련|반사항진|이상고열|혼수등,1
D000006,Morphine,모르핀,D000139,SelegilineHydrochloride,셀레길린염산염,경련|반사항진|이상고열|혼수등,1
D000430,Moxifloxacin,목시플록사신,D001418,Ribociclib,리보시클립,-QT간격연장을유발할수있음,1
D000081,Nabumetone,나부메톤,D000274,Ketorolac,케토롤락,중증의위장관계이상반응,1
D001080,Nafcillin,나프실린,D001609,Venetoclax,베네토클락스,-CYP3A유도제와의병용은Venetoclax의노출을감소시켜결과적으로효능부족을초래할수있음,1
D000287,Naratriptan,나라트립탄,D000745,Almotriptan,알모트립탄,상가적인혈관수축반응|혈압상승,1
D000287,Naratriptan,나라트립탄,D000407,Frovatriptan,프로바트립탄,추가적인관상혈관경련으로고혈압및관상동맥협착의위험성증가,1
D000287,Naratriptan,나라트립탄,D000650,Sumatriptan,수마트립탄,상가적인혈관수축반응|현저한혈압상승,1
D001451,Natalizumab,나탈리주맙,D001611,Vedolizumab,베돌리주맙,-유효성및안전성미확립-기회감염을포함하여감염의위험성을증가시킬수있음,1
D000003,Nelfinavir,넬피나비어,D000259,Amiodarone,아미오다론,부정맥|혈액장애|경련등,1
D000003,Nelfinavir,넬피나비어,D000020,Blonanserin,블로난세린,Blonanserin혈중약물농도증가로작용증대,1
D000003,Nelfinavir,넬피나비어,D000084,Dapoxetine,다폭세틴,다폭세틴농도상승,1
D000003,Nelfinavir,넬피나비어,D000202,Dihydroergotamine,디히드로에르고타민,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000003,Nelfinavir,넬피나비어,D000747,Ergotamine,에르고타민,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000003,Nelfinavir,넬피나비어,D000699,Lansoprazole,란소프라졸,치료효과의손실과약물내성나타날수있음,1
D000003,Nelfinavir,넬피나비어,D000419,Lovastatin,로바스타틴,횡문근융해증/근육병증및이에수반되는급격한신기능악화,1
D000003,Nelfinavir,넬피나비어,D000228,Methylergometrine,메틸에르고메트린,맥각독성(말초혈관경련|사지와기타조직의허혈|감각이상등)위험증가,1
D000003,Nelfinavir,넬피나비어,D000007,Midazolam,미다졸람,진정작용의증가및연장|호흡저하판막심장병위험,1
D000003,Nelfinavir,넬피나비어,D000314,Rifampicin,리팜피신,혈중농도저하로항레트로바이러스약물효과감소,1
D000003,Nelfinavir,넬피나비어,D000027,Simvastatin,심바스타틴,횡문근융해증을비롯한근육질환등중증이상반응,1
D000604,Netilmicin,네틸마이신,D000798,Furosemide,푸로세미드,신독성및청각독성증강,1
D000498,Nicorandil,니코란딜,D000569,Udenafil,유데나필,혈압강하작용증강,1
D000197,Nifedipine,니페디핀,D000314,Rifampicin,리팜피신,nifedipine의혈장농도저하,1
D000083,Nimesulide,니메술리드,D000274,Ketorolac,케토롤락,중증의위장관계이상반응,1
D001650,Nirmatrelvir,니르마트렐비르,D001780,Apalutamide,아팔루타마이드,-바이러스반응의손실및내성발현의잠재적인가능성,1
D001650,Nirmatrelvir,니르마트렐비르,D001743,Finerenone,피네레논,-고칼륨혈증|저혈압및저나트륨혈증을포함하는중대한이상반응의가능성,1
D001650,Nirmatrelvir,니르마트렐비르,D001763,Lurasidone,루라시돈,-Lurasidone의혈중농도를증가시킬수있음-심장부정맥과같은중대한및/또는생명을위협하는반응의가능성,1
D000196,Nisoldipine,니솔디핀,D000762,Itraconazole,이트라코나졸,nisoldipine의혈중농도상승,1
D000196,Nisoldipine,니솔디핀,D000769,Ketoconazole,케토코나졸,nisoldipine의혈중농도상승,1
D000196,Nisoldipine,니솔디핀,D000314,Rifampicin,리팜피신,nisoldipine의작용약화,1
D000215,Nitroglycerin,니트로글리세린,D000246,Sildenafil,실데나필,혈압강하작용증가,1
D000215,Nitroglycerin,니트로글리세린,D000569,Udenafil,유데나필,혈압강하작용증가,1
D000215,Nitroglycerin,니트로글리세린,D000434,Vardenafil,바데나필,혈압강하작용증가,1
D000082,Norepinephrine,노르에피네프린,D000477,Clenbuterol,클렌부테롤,부정맥또는심정지,1
D000082,Norepinephrine,노르에피네프린,D000759,Isoproterenol,이소프로테레놀,심부정맥|경우에따라심정지,1
D000082,Norepinephrine,노르에피네프린,D000125,Methoxyphenamine,메톡시페나민,부정맥또는심정지,1
D000082,Norepinephrine,노르에피네프린,D000514,Procaterol,프로카테롤,부정맥또는심정지,1
D000082,Norepinephrine,노르에피네프린,D000137,Salbutamol,살부타몰,부정맥또는심정지,1
D000082,Norepinephrine,노르에피네프린,D000185,Tulobuterol,툴로부테롤,부정맥또는심정지,1
D000469,Omeprazole,오메프라졸,D000665,Emtricitabine,엠트리시타빈,위장pH의증가로릴피비린의흡수가저하되어릴피비린의치료효과감소,1
D000470,Ondansetron,온단세트론,D001418,Ribociclib,리보시클립,-QT간격연장을유발할수있음,1
D000045,OxapiumIodide,요오드화옥사피움,D000568,SodiumIodide(131I),요오드화나트륨(131I),131I섭취율저하,1
D000262,Oxaprozin,옥사프로진,D000274,Ketorolac,케토롤락,중증의위장관계이상반응,1
D000261,Oxatomide,옥사토마이드,D000656,Atropine,아트로핀,항콜린작용증가,1
D000263,Oxcarbazepine,옥스카르바제핀,D001748,Cabotegravir,카보테그라비르,Cabotegravir의혈중농도를감소시켜치료효과를감소시킬수있음.,1
D000263,Oxcarbazepine,옥스카르바제핀,D001603,Eslicarbazepineacetate,에슬리카르바제핀아세테이트,-활성대사체의과다노출을유발할수있음,1
D000754,Oxytetracycline,옥시테트라사이클린,D000758,Isotretinoin,이소트레티노인,테트라사이클린가성뇌종양보고,1
D000188,Paricalcitol,파리칼시톨,D000581,Calcitriol,칼시트리올,고칼슘혈증,1
D000353,Paroxetine,파록세틴,D000429,Moclobemide,모클로베미드,세로토닌성증후군(고혈압|고열|간대성근경련|정신상태변화등),1
D000397,Penicillamine,디페니실라민,D001560,Zinchistidine,히스티딘아연,아연흡수를저해하거나배출을증가시킴,1
D001456,Pentamidine,펜타미딘,D001559,Foscarnet,포스카네트,신장손상악화|저칼슘혈증이일어날수있음,1
D000700,Pethidine,페티딘,D000712,Ritonavir,리토나비르,-Ritonavir와병용시Pethidine의독성이나타날위험이있음,1
D000700,Pethidine,페티딘,D001604,Safinamide,사피나미드,-고혈압또는저혈압위기가동반되는중추신경흥분또는억제를일으킬수있음,1
D000701,Phendimetrazinetartrate,펜디메트라진타르타르산염,D001063,Lorcaserin,로카세린,판막심장병위험,1
D000701,Phendimetrazinetartrate,펜디메트라진타르타르산염,D000714,Mazindol,마진돌,판막심장병위험,1
D000701,Phendimetrazinetartrate,펜디메트라진타르타르산염,D000795,Phentermine,펜터민,판막심장병위험,1
D000282,Phenobarbital,페노바르비탈,D001606,Brigatinib,브리가티닙,-Brigatinib의혈장농도를감소시킬수있음,1
D000282,Phenobarbital,페노바르비탈,D001748,Cabotegravir,카보테그라비르,Cabotegravir의혈중농도를감소시켜치료효과를감소시킬수있음.,1
D000282,Phenobarbital,페노바르비탈,D001585,Cabozantinib,카보잔티닙,-Cabozantinib의혈장노출감소,1
D000282,Phenobarbital,페노바르비탈,D001076,Ceritinib,세리티닙,-Ceritinib의혈장농도감소,1
D000282,Phenobarbital,페노바르비탈,D000673,Cobicistat,코비시스타트,Cobicistat및Elvitegravir의혈중농도감소로치료효과소실및내성발현가능,1
D000282,Phenobarbital,페노바르비탈,D001743,Finerenone,피네레논,Finerenone혈중농도의현저한감소및치료효과감소가예상됨.,1
D000282,Phenobarbital,페노바르비탈,D001612,Isavuconazonium,이사부코나조늄,-Isavuconazonium의혈장농도를유의미하게감소시킬수있음,1
D000282,Phenobarbital,페노바르비탈,D001650,Nirmatrelvir,니르마트렐비르,-바이러스반응의손실및내성발현의잠재적인가능성,1
D000282,Phenobarbital,페노바르비탈,D001562,Ranolazine,라놀라진,-Ranolazine의효과부족이발생될것으로예상됨,1
D000282,Phenobarbital,페노바르비탈,D000443,Voriconazole,보리코나졸,Phenobarbital의혈중농도증가|Voriconazole의농도감소,1
D000795,Phentermine,펜터민,D001063,Lorcaserin,로카세린,판막심장병위험,1
D000595,Phenytoin,페니토인,D001701,Acalabrutinib,아칼라브루티닙,-강력한CYP3A유도제와의병용으로Acalabrutinib의혈중농도감소,1
D000595,Phenytoin,페니토인,D001606,Brigatinib,브리가티닙,-Brigatinib의혈장농도를감소시킬수있음,1
D000595,Phenytoin,페니토인,D001748,Cabotegravir,카보테그라비르,Cabotegravir의혈중농도를감소시켜치료효과를감소시킬수있음.,1
D000595,Phenytoin,페니토인,D001585,Cabozantinib,카보잔티닙,-Cabozantinib의혈장노출감소,1
D000595,Phenytoin,페니토인,D001076,Ceritinib,세리티닙,-Ceritinib의혈장농도감소,1
D000595,Phenytoin,페니토인,D000673,Cobicistat,코비시스타트,Cobicistat및Elvitegravir의혈중농도감소로치료효과소실및내성발현가능,1
D000595,Phenytoin,페니토인,D001171,Elbasvir,엘바스비르,엘바스비르와그라조프레비르의혈장농도가유의하게감소하여이약의바이러스학적반응감소가능,1
D000595,Phenytoin,페니토인,D001700,Fedratinib,페드라티닙,Fedratinib의혈중농도를감소시킬수있음.,1
D000595,Phenytoin,페니토인,D001743,Finerenone,피네레논,Finerenone혈중농도의현저한감소및치료효과감소가예상됨.,1
D000595,Phenytoin,페니토인,D001589,Gilteritinib,길테리티닙,-Gilteritinib의혈장농도감소,1
D000595,Phenytoin,페니토인,D001362,Glecaprevir,글레카프레비르,Glecaprevir와Pibrentasvir의혈장농도가유의하게감소하여이약의바이러스학적반응감소가능,1
D000595,Phenytoin,페니토인,D001590,Ibrutinib,이브루티닙,-Ibrutinib의혈중농도감소,1
D000595,Phenytoin,페니토인,D001612,Isavuconazonium,이사부코나조늄,-Isavuconazonium의혈장농도를유의미하게감소시킬수있음,1
D000595,Phenytoin,페니토인,D001711,Ixazomib,익사조밉,-Ixazomib의효과감소,1
D000595,Phenytoin,페니토인,D001697,Lorlatinib,롤라티닙,Lorlatinib의혈중농도를감소시킬수있음.,1
D000595,Phenytoin,페니토인,D001763,Lurasidone,루라시돈,-Lurasidone의노출을감소시킬수있음,1
D000595,Phenytoin,페니토인,D001594,Midostaurin,미도스타우린,-Midostaurin과활성대사체의혈중농도감소,1
D000595,Phenytoin,페니토인,D001650,Nirmatrelvir,니르마트렐비르,-바이러스반응의손실및내성발현의잠재적인가능성,1
D000595,Phenytoin,페니토인,D001598,Ponatinib,포나티닙,-Ponatinib의노출감소,1
D000595,Phenytoin,페니토인,D001562,Ranolazine,라놀라진,-Ranolazine의효과부족이발생될것으로예상됨,1
D000595,Phenytoin,페니토인,D001418,Ribociclib,리보시클립,-강력한CYP3A유도제와의병용투여는Ribociclib의혈장노출을감소시킬수있음,1
D000595,Phenytoin,페니토인,D001609,Venetoclax,베네토클락스,-CYP3A유도제와의병용은Venetoclax의노출을감소시켜결과적으로효능부족을초래할수있음,1
D000595,Phenytoin,페니토인,D001703,Zanubrutinib,자누브루티닙,-Zanubrutinib의혈중농도를감소시켜유효성을감소시킬수있음,1
D000595,Phenytoin,페니토인,D001149,palbociclib,팔보시클립,팔보시클립의혈장농도증가,1
D001363,Pibrentasvir,피브렌타스비르,D001650,Nirmatrelvir,니르마트렐비르,-증가된Glecaprevir농도는알라닌아미노전달효소(ALT)상승을유발할수있음,1
D000213,Pimozide,피모짓,D000343,Amantadine,아만타딘,QT간격연장,1
D000213,Pimozide,피모짓,D000259,Amiodarone,아미오다론,Torsadedepointes위험증가,1
D000213,Pimozide,피모짓,D000332,Citalopram,시탈로프람,QT간격연장,1
D000213,Pimozide,피모짓,D000373,Clarithromycin,클래리트로마이신,pimozide의혈중농도상승|QT연장,1
D000213,Pimozide,피모짓,D000256,Erythromycin,에리트로마이신,QT연장등,1
D000213,Pimozide,피모짓,D000516,Fluoxetine,플루옥세틴,QT간격연장,1
D000213,Pimozide,피모짓,D000800,Fluvoxamine,플루복사민,QT간격연장,1
D000213,Pimozide,피모짓,D000362,Imipramine,이미프라민,QT연장,1
D000213,Pimozide,피모짓,D000762,Itraconazole,이트라코나졸,QT간격연장및심실부정맥(Torsadedepointes)위험증가,1
D000213,Pimozide,피모짓,D001364,Letermovir,레테르모비르,QT연장|심실성빈맥|심실세동및torsadesdepointes등심독성위험증가,1
D000213,Pimozide,피모짓,D001697,Lorlatinib,롤라티닙,Pimozide의혈중농도가감소될수있음.,1
D000213,Pimozide,피모짓,D000719,Mizolastine,미졸라스틴,QT간격연장,1
D000213,Pimozide,피모짓,D001650,Nirmatrelvir,니르마트렐비르,-심장부정맥과같은중대한및/또는생명을위협하는반응의가능성,1
D000213,Pimozide,피모짓,D000466,Nortriptyline,노르트립틸린,QT연장,1
D000213,Pimozide,피모짓,D000353,Paroxetine,파록세틴,QT간격연장,1
D000213,Pimozide,피모짓,D000405,Posaconazole,포사코나졸,QT간격연장,1
D000213,Pimozide,피모짓,D001418,Ribociclib,리보시클립,-QT간격연장을유발할수있음,1
D000213,Pimozide,피모짓,D000712,Ritonavir,리토나비르,QT연장|심실성빈맥|심실세동및torsadesdepointes등심독성위험증가,1
D000213,Pimozide,피모짓,D000628,Roxithromycin,록시트로마이신,심실부정맥(Torsadesdepointes포함)등의심혈관계이상반응,1
D000213,Pimozide,피모짓,D000336,Sertraline,설트랄린,QT간격연장,1
D000213,Pimozide,피모짓,D000443,Voriconazole,보리코나졸,QT연장|심실성빈맥|심실세동및torsadesdepointes등심독성위험증가,1
D000309,Piroxicam,피록시캄,D000716,Methotrexate,메토트렉세이트,신세뇨관에서Methotrexate배설이지연되어Methotrexate의혈액학적독성증가,1
D000405,Posaconazole,포사코나졸,D001701,Acalabrutinib,아칼라브루티닙,-강력한CYP3A/P-gp억제제와의병용으로Acalabrutinib의혈중농도증가,1
D000405,Posaconazole,포사코나졸,D000747,Ergotamine,에르고타민,맥각독성(혈관경련|말단및기타조직허혈등)위험증가,1
D000405,Posaconazole,포사코나졸,D000419,Lovastatin,로바스타틴,근병증및횡문근융해,1
D000405,Posaconazole,포사코나졸,D001562,Ranolazine,라놀라진,-Ranolazine의효과부족이발생될것으로예상됨,1
D000405,Posaconazole,포사코나졸,D000527,Rivaroxaban,리바록사반,-Rivaroxaban의혈중농도가상승하여출혈위험증가,1
D000565,PotassiumChloride,염화칼륨,D000731,Spironolactone,스피로노락톤,고칼륨혈증,1
D000103,Primidone,프리미돈,D001650,Nirmatrelvir,니르마트렐비르,-바이러스반응의손실및내성발현의잠재적인가능성,1
D000514,Procaterol,프로카테롤,D000560,Epinephrine,에피네프린,부정맥또는심정지유도,1
D000211,Proglumetacin,프로글루메타신,D000298,Diflunisal,디플루니살,중증의위장관계이상반응,1
D000515,Propafenone,프로파페논,D001650,Nirmatrelvir,니르마트렐비르,-심장부정맥의가능성,1
D000448,Pseudoephedrine,슈도에페드린,D000698,Rasagiline,라사길린,고혈압|빈맥유발,1
D000178,Quazepam,쿠아제팜,D000712,Ritonavir,리토나비르,과도한진정및호흡억제,1
D000204,Rabeprazole,라베프라졸,D000225,Rilpivirine,릴피비린,위장pH의증가로릴피비린의흡수가저하되어릴피비린의치료효과감소,1
D001562,Ranolazine,라놀라진,D001650,Nirmatrelvir,니르마트렐비르,-중대한및/또는생명을위협하는반응의가능성,1
D000698,Rasagiline,라사길린,D001604,Safinamide,사피나미드,-고혈압위기,1
D001081,Rifabutin,리파부틴,D001606,Brigatinib,브리가티닙,-Brigatinib의혈장농도를감소시킬수있음,1
D001081,Rifabutin,리파부틴,D001748,Cabotegravir,카보테그라비르,Cabotegravir혈중농도감소로치료효과감소,1
D001081,Rifabutin,리파부틴,D001612,Isavuconazonium,이사부코나조늄,-Isavuconazonium의혈장농도를유의미하게감소시킬수있음,1
D000314,Rifampicin,리팜피신,D001693,Bosutinib,보수티닙,-Bosutinib의혈중농도를감소시켜유효성을감소시킬수있음,1
D000314,Rifampicin,리팜피신,D001748,Cabotegravir,카보테그라비르,Cabotegravir의혈중농도를감소시켜치료효과를감소시킬수있음.,1
D000314,Rifampicin,리팜피신,D000673,Cobicistat,코비시스타트,Cobicistat및Elvitegravir의혈중농도감소로치료효과소실및내성발현가능,1
D000314,Rifampicin,리팜피신,D000396,Dabigatranetexilate,다비가트란에텍실레이트,다비가트란의혈중농도감소,1
D000314,Rifampicin,리팜피신,D001171,Elbasvir,엘바스비르,엘바스비르와그라조프레비르의혈장농도가유의하게감소하여이약의바이러스학적반응감소가능,1
D000314,Rifampicin,리팜피신,D001700,Fedratinib,페드라티닙,Fedratinib의혈중농도를감소시킬수있음.,1
D000314,Rifampicin,리팜피신,D001743,Finerenone,피네레논,Finerenone혈중농도의현저한감소및치료효과감소가예상됨.,1
D000314,Rifampicin,리팜피신,D001747,Fosnetupitant,포스네투피탄트,Fosnetupitant의혈중농도가감소하여약효가감소할수있음.,1
D000314,Rifampicin,리팜피신,D001362,Glecaprevir,글레카프레비르,Glecaprevir와Pibrentasvir의혈장농도가유의하게감소하여이약의바이러스학적반응감소가능,1
D000314,Rifampicin,리팜피신,D000763,Indinavir,인디나빌,혈중농도저하로항레트로바이러스약물효과감소,1
D000314,Rifampicin,리팜피신,D000769,Ketoconazole,케토코나졸,효소유도로인한ketoconazole의혈중농도저하,1
